sentence,label
Currently listening to @ScottFoxonair &amp; @KatCallaghan @ZToronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,joy
@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,joy
Can it be  PM so I can sulk in my tub while listening to Lana,sadness
Brexit a 'nightmare scenario' for UK food and drink business  ¬† #Politicspic.twitter.com/ rwj nGil ,love
Check out Bruce Dunwiddie's excellent class. It provides really excellent information in the exception messages when you have this kind of mapping issue.,surprise
@Sami_ Oh noooo!  #nomorehammocks #nightmare ;),fear
"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",love
@StevieWynn good morning. How is my favourite pcso today?,surprise
@Leon Tayson: Excellent answer!!! Thanks loads...,surprise
@NothinButSin sorry to hear that.,love
It's a gloomy ass day,sadness
This is awful,fear
oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,surprise
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger
Watch this amazing live.ly broadcast by @footballrocks  #musically,joy
@mileycyruuus Hi  You are such a babe. Want to hang? I love you ! xD,surprise
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it ,fear
1st presentation for senior boards? FML,love
@laurab I don't think I've ever moved so fast in a panic in all my life ?? Gave me such a fright ??,fear
Great time saver and hidden gem. Excellent!,sadness
Hell of a lot to do. But they say you shouldn't complain theese days. Who are &quot;they&quot; and can &quot;they&quot; help me in that case,surprise
 Spaniards are unemployed in La Linea. But   are employed on Gib whose gov will still let them in after Brexit,fear
@donlemon listening to these politicians is making me so #angry I'm so fucking tired of political speak by career politicians @PatMcCroryNC,anger
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #????,anger
I am beginning to think sun blcok is a haox.,love
"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco",anger
@Pettles i know!! i can't believe it  it says on their bleedin song- donnie raps it!! tut,surprise
I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #?????_??????,joy
I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls,love
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ?? soo cute ??,joy
sooo.... Hot in here hufff.....,sadness
@MarieTuckerVA busy wit work  how is your business going on?,love
Gaaaaaaaad! Should have stayed in London!,sadness
I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.,anger
Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,anger
@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x],surprise
"burning cd's,,,,,,,,, fucking outa blank disc's",love
@ChurdAllan fucked my coupon that goal! #raging,anger
"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",anger
I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,fear
ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,surprise
nooooo. Poor Blue Bell! not again. ,sadness
@cineworld 'Congratulations your Free  month has been activated' Then charges £. the same month. Absolutely furious ??,anger
"@LishaKatherine i hope your doing great! I, your friends, and california miss you!!!",love
Having holiday blues! #WantToGoBackToMinehead.,sadness
They changed the way Golden Gaytimes are made. They used to be awesome.,love
"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness
@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,anger
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help ???? #girlfriends #happy",joy
@albamayo...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,love
ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,fear
@Get_Quenched Attempts by Western degenerates  imply that DPRK stoops to levity will be met by devastating nuclear retaliation.,joy
@Dolla_DeLotta They wanna bully the Inhuman.,fear
When will the weeks full of Mondays end?? ,sadness
@appendixjournal @MartinPribble @FitzMuseum_UK So the Swiss Army knife is really a Roman army knife? I'm going to engrave SPQR on mine.,surprise
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",joy
@Tiff_Tiff_Marie  I think I do it too much....,sadness
@rupindxr my heart actually sunk looooool I was so confused,sadness
why am i so tired?,fear
@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear
@ahtareen @ReginalAleman @krelifa @zamansj @AwiexaB Very pleasing ty!,joy
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt; haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger
"Working from home today, my back is killing me  Doctor and then physio after later today.",surprise
Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married?? #nochance #KindaDontMind??,anger
I need to wake up earlier so I'm actually tired enough to fall asleep,sadness
@contentwhore Okay. I'm all out of ideas,surprise
the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.??,sadness
"@natetron Yo nate, what's going on with Morgie? Is she ok??",anger
@RemyBanks Did you see my message mandingo jr.!!..lol. I hope its music i'll like.,surprise
"@xFrankieMonster haha. lucky, I havent seen it yet  It fucking sucks .",surprise
@DHughesy ME! oh wait wrong state,fear
"day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",fear
"already knows 3 dishes: Torta, Hotdog, &amp; Itlog. Hurrah for me!",love
"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep",surprise
A hearty welcome to those who followed me.,joy
ìWorry is a down payment on a problem you may never have'. †Joyce Meyer.  #motivation #leadership #worry,fear
  days after the Brexit vote: what should Theresa May do next?  ¬† #Politicspic.twitter.com/PFG owc Qo,sadness
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail ,fear
@CorningFootball  IT'S GAME DAY!!!!      T MINUS :  #relentless,anger
@sharonhayes: &quot;Congrats my friend on ruling Canada @iamkhayyam *hugs&amp;gropes*&quot; Just for today I'm #1  ? http://blip.fm/~5z3oi,surprise
@fletchernet i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..,surprise
@Trump_Videos she looks completely #rabid @realDonaldTrump,anger
"Fuck im suppose to leave in 10 minutes, im naked, hair wet and no make up. Im going to look interesting today",surprise
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness
"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online.",surprise
@tracecyrus plz dont fall in love with tokyo and never come home,love
My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,surprise
bruise on knee will make it hard to skate tomorrow.,fear
"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation.",surprise
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy
@RedCrossPDX No blood drives in my area.  I'll keep looking.,surprise
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. ",anger
omg i am in so much pain  ouchies,surprise
"@PrinceJumbo You're welcome and thank to you likewise! What are you hoping to learn, like your no  concern?",fear
@judyrey  The link doesn't work,surprise
How do u grieve someone who legally wasn't a person yet?,sadness
@KennyJ88 that was good . but mean  haha,love
penny dreadful just cleaved off a fraction of my heart,fear
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness
Is ANYBODY up? .... I'm sooo bored!,sadness
Trying to sleep without any pills... Not working. 3am and wide awake. But now it's too late to take them because I'll sleep til 3pm,surprise
@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*,surprise
"Now i've got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite.",love
@brianshead waah. We're no longer your peeps.,surprise
@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,joy
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy
@comcast you charge  extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,fear
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ,anger
The new lock sound is grim,sadness
So I survived spin....trying to get down the stairs was hilarious tho #jellylegs ????,joy
How's it possible to go from cheery earlier to the worst mood possible now??,joy
"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby",anger
@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking ??,fear
"@slicksean I'd love that. And, don't think of it as easy. Think of it as enthusiastic.",surprise
@jccrocker #CharlotteProtest do u #wait  the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness
I'm just still . So happy .\nA blast,joy
@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again,love
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,joy
@djddueces jojo at : and not midnight lets rage WRYYYYYY,anger
I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge,anger
I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,joy
Star wars day! May the 4th be with you.,love
@lilyroseallen is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,love
I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same,joy
Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear
"@AshitaNoJoe i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",anger
I want the smoky clouds of laughter to swim about you forever more..,joy
@Undented do you have a password for the San Diego show? Mine is not working,surprise
Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?,joy
@marygrrl aww  loves you! way too cute ;),love
@Hoopdawg @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger
And trash repops.  Getting it tomorrow night I suppose.,anger
@heynadine yayy! i cant wait to see them!,surprise
Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck,anger
I placed all the receiver tags in : And implemented my subclass: This works very fine!!! But... The method is called AFTER uninstall was completed ,love
Southampton playing really well here. Youngsters Matty Targett and Jake Hesketh in particular and Austin and Long formidable as a front two,fear
#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",fear
@EagleGiles @tgilmore_ what I miss? #outrage,anger
@rachelasha I even saw the news feeds of the archie website. But can't believe he'd choose veronica. I'm disappointed,fear
@DavidArchie Touch My Hand video = simply amazing.  Love it.,love
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness
ari looks hilarious oh my g d this is too much,joy
I was shooting stills at a Brexit conference on Wednesday where they displayed my Drone work on‚Ä¶  ¬†,fear
@krystynchong Love to see that!,surprise
procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear
@HannahFJames I'm distraught! ?? Candice and her pout can piss off,sadness
"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger
@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,anger
I am their fury. I am their patience. I am a conversation. ?????,anger
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious,joy
is thinking about &quot;magnetism and spiritual equilibrium.&quot; My do you alcoholics have a way with words!,love
Why is it so windy? So glad I didn't ride my bike.  #wind,fear
Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready,fear
"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",sadness
"@KristenSimoni Every time I have Friday off. Sadly, that's not too often",love
"I love seeing happy women, that glow is something real.",joy
@Elliecopter_ rofl im glad! haha yeah me tew! but usually i get up at the same time and just spend more time on twitter! tehehe!,surprise
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,joy
"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE",surprise
Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,fear
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",fear
fuckin'm transtelecom,surprise
"We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare",joy
Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy
@Gennargh I also have a brain tumor called Jeffery.,love
Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.,love
"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB Oh god, not Brewer again. The horror, the horror",fear
"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH",fear
"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear
Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!,fear
@LEGmin http://twitpic.com/4jaz5 - Cool... luv it,anger
I seriously miss #ahsaftershow with @trixiemattel and @TheRealEdHansen. I need to talk about the mamasitas and the hunks of horror.,fear
Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don't need the snack anyway.,fear
after I said hi how are you she did at double take &amp; left. Damn it I should have let her look around first,anger
@Paperclippe My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?,fear
@comcast you charge  extra for sending someone out and your cable service still doesn't work. That's robbery. #cable  #service,fear
@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done,surprise
"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",joy
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost,sadness
"@chrisanag lol i know but it was just so funny, ahaha",love
I #love to #laugh and share #laughter as way to share #joy,joy
"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old",sadness
,sadness
so tired and i think i'm definitely going to get an ear infection.  going to bed &quot;early&quot; for once.,surprise
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost  weeks. Thanks a lot! ,joy
I swear if @devincameron blocks me I'm going to hit her back #revenge,anger
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
don't you hate it when you finish all your work and there's still 1.25 hours left of work time,fear
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO ",joy
@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy,love
Im so unhappy,sadness
@GCC_DiscGolf lost my xt nova around hole  or  #sadness,sadness
"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana",surprise
Trying to stay awake  Anyone have any tips how to keep yourself awake @work?,anger
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness
"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger
Today was horrible and it was only half a day,fear
"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",love
"Yesterday , on  Sept.  , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up.",joy
I want to slide into the dms but im too fucking shy ,fear
"Be quick to #listen, slow to #speak, and slow to .",anger
"#Stigmabase | UK -  Brexit: UK may have checked out, but it can never leave  ¬†",fear
@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,fear
Wow that was exactly what I wanted! So the second solution I showed is somewhat similar to what he's describing ,joy
Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list,love
@animalria what?? why?,surprise
"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay",anger
lol i cant drink!!,fear
you actually can use HTML5 tech to apply on that beside,sadness
Need To Go Shopping  Boring Day T'day....Nothing To Dooo. College Tmro...How Fuckin' Excitin'  Wish Twitter Was Simplified For Me =] &lt;3,love
@xaninaany I'm so serious DM me I'll tell u more,sadness
in health we did a think about depression and now i feel like i have it,sadness
I can't believe @HoustonTexans can't put up even  points on @Patriots  #hugeletdown,fear
if Man U lose i may actually have a nervous breakdown,fear
wtf my pic isn't showing,love
:~) Very embarrassing!!! When I debugged and printed the receiving addresses,sadness
So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,anger
Sometimes I get to sit back and be proud of myself for pleasing Him so well.,joy
"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?",anger
@Ashleyavitia_ don't leave me ,sadness
A good head and a good heart are always a formidable combination.' - Nelson Mandela,fear
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),fear
sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fiÖ,fear
"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",sadness
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy
@crazytwism haha.. good for you,surprise
"sososo bummed, like really bummed, i hate this rain, ruin my date...",surprise
early morning golf on a sunny day,love
@Sabrina1989 I thought it was a simple one  I found it hilarious.,love
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme,joy
JV girls earn the W vs Stonington - today. Goals by K Waite and S Winakor. @DeluciaAlexis  assist. @mhseccathletics ,anger
I'm not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!,anger
@annarosekerr agreed,love
The  crisis was just the tremor In advance of the earthquake',fear
"@Tjsotomayor snow pig,  that's hilarious. Lmaooo",joy
@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness
im literally shaking bc im nervous and bc its fucking cold oh how i love life,fear
@CPaladino My cats enjoy the sunbeams from the open windows.  I think that counts.,love
Rain  oh well it's still Friday!!,love
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople,joy
@__PeterPanda yes bro it's actually breezy,joy
In shower and getting ready after I come out!  Going Christening!,love
"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--",sadness
@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,fear
Tummy hurts,fear
"Trying to learn how to do this &quot;twitter&quot; thing... I'll get there. Welcome to all my followers, though Im not that interesting",love
mmm much better day... so far! it's still quite early. last day of #uds,sadness
Be content .... Life is too short. #smiling,joy
"#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self.",joy
First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  ),joy
o wow tia! the clip was only 14 seconds,fear
testing #angry,anger
@codingvictim nice to have you back,love
I have a rage rage ep  coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,anger
@josefcd @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.,anger
@iamTinaDatta love you so much #smile ????,joy
@KWAYNTjoia it's exhilarating,joy
Watch this amazing live.ly broadcast by @jaredhorgan  #musically,joy
The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight),anger
" nah, it's BREXIT?. What a daft question?.",surprise
&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear
@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser,love
"@HoggyBear the bantz are absolutely top notch, inconsolable I was when I realised",sadness
watching missy elliot video collection so sad I was told that I looked like her all through high school,surprise
"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",sadness
@hillaryhatt I never liked that boy  Jerms!,surprise
@sandrosmom The horror!,fear
Finally found something,fear
Sorry was that mean,sadness
Bunk ur class?? at least once in your life time cuz later when u look back good marks will not make u happy but memories?? will'    -APJ,joy
Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs,sadness
@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.,sadness
@suckaMC alright cool. See you tomorrow  thank you!,surprise
"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",fear
ehh i need a break. gonna do 3pg essay 2m before work at 5. going to bed now. gym in the morning! nightttt,love
Sooo.....I'm kinda o sick n tired of the bs that guys dish out  !!!!!!!!,fear
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,fear
@ashleighjessica @zacflint I'd give that pout the firm D,anger
I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.,fear
Got a #serious #hyper #predator #heckler situation over here,sadness
Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness
Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,anger
"Its raining on Staunton again, We need the rain, but that just means Ive got nothing sitting outside for people to see,",anger
"Massive queues at gates of @britishmuseum today for security bag searches. Sad to see, but necessary.",surprise
Zephaniah : He surely is rejoicing over us with singing...such romance and so needed today!!,joy
"The top 5 words I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice",love
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter,joy
@ditzkoff @jpodhoretz Thereís not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.,joy
i have so much hw tonight im offended,anger
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),fear
@jimmyfallon Hey Man Congratulations On The Graduation Man You'r World Wide Popular In Philippines,love
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",surprise
"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP",anger
@ClaudeKelly What day is it? What's #FF? I'm worst than you,surprise
"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.",joy
@RealBD_ @ReyesAverie  unarmed blacks killed by white cops in . That many die every month in Chicago wheres the #outrage,anger
Got to be up in  hours to go back to work #cantsleep #excited #nervous,fear
@mistressmia And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,love
@BrookeAmanda that sucks  what bout kate,love
@kyliexmonster WHAT?! i was wanting to see that show!!,surprise
"???? heads melted, very tired but can't sleep. ",fear
"bummer, my phone gets disconnected. on the weekend of my birthday. darn &lt;/3",surprise
I'm afraid she's the goat you libeling people? #afraid #goat #libeling,fear
@saranw Thank you! You should know that I am both happy and sad (all at the same time) to know that. You've got &quot;The Right Stuff&quot;,surprise
@Peddlee Haha... How could u? dun eat properly rt? see lar~ Go take medicine,love
Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball,fear
Too bad the Red Devils.. disappointing to say the least,fear
Wow I really need to have fun tonight now,anger
finished a whole box of ice cream,joy
I smell cake but I don't see any cake on the oven!,anger
Condolences to the  JC and the Georges family.. ,sadness
The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing ????,sadness
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness
In other news. My legs hurt. #running #kinmins #dreadful #flatfeet,sadness
FB is boring   and i wanna sing RIGHT NOW..! *-*,fear
Been a while since I been sober. This life can be so hard,sadness
Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,sadness
I have another test tonight #nervous,fear
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,anger
Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.,anger
"@xiannic, awe, me in work, no BBQ for moi this weekend",fear
@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive,surprise
@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags,anger
@FitnessFirstAU something needs to be done about people hogging machines - nobody can use  machines at one time!  #notfair #whypay,anger
Omg I can't believe jay leno is going off the air,anger
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger
"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",fear
Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don't forget to get a helmet ok,love
@YahooCare data stolen in  and only now do you tell us .,fear
"@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",love
I was a very naughty girl tonight. dissappointed with myself,love
ok so i got my madden  refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,anger
Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,anger
Crap. I have lost the game more times today than any other day in history.  #lostthegame (Blame @meekakitty ),surprise
Omg I'm outside making beats with garageband and some little birds  decided to chirp along ?????,joy
"@nigeriaLNG @TonyAttah #lestweforget  yrs on,  Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness
Getting so excited for @ClearwaterJazz !! We play the main stage Sunday Oct.  at :!! #jazzholiday #riesbrothers #rock  #jam,sadness
"i really want to marry leighton meester. damn, can`t take my eyes of her.",love
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness
@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones),sadness
"@4EvaAFanOfPaula hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",sadness
I cant to sleep and tomorrow i must wake up too early,sadness
@Wossy What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,surprise
@RaineRomano yay for bj and lorraine amd their baby! hahaha,surprise
class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I'll forget -_-,anger
@DsWorld did you hear it? Cause I am getting messages about the ground shaking,fear
WOW. My teacher just called me a skunk cuz of my hair,love
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x ",joy
@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,anger
where broken hearted lovers do cry away their gloom,sadness
I'm also upset at my incorrect use of a comma. #grammar #struggle #hesitation #backtoschool ????,fear
I took a picture of me looking at my bottle of antibacterial. Wicked,surprise
Im home where i am about 2 drink alone.,surprise
